Date,Price (REDY), Price (HALC) , Price (TAMO) , Price (VARB) , Price (KTKM) 
28-08-2019,502.42, 181.20 , 120.35 , 56.94 ," 1,501.55 "
27-08-2019,508.14, 178.75 , 110.55 , 56.88 ," 1,512.80 "
26-08-2019,513.44, 180.25 , 111.05 , 57.41 ," 1,470.20 "
23-08-2019,508.25, 176.55 , 107.70 , 56.93 ," 1,478.25 "
22-08-2019,509.08, 177.05 , 112.40 , 56.99 ," 1,505.75 "
21-08-2019,500.6, 179.40 , 123.85 , 57.00 ," 1,505.10 "
20-08-2019,510.92, 181.15 , 120.80 , 57.35 ," 1,496.35 "
19-08-2019,501.82, 179.80 , 121.35 , 58.17 ," 1,498.95 "
16-08-2019,498.51, 180.60 , 120.90 , 58.11 ," 1,491.80 "
14-08-2019,502.39, 176.25 , 121.95 , 56.52 ," 1,511.40 "
13-08-2019,511.27, 176.20 , 122.05 , 56.13 ," 1,532.10 "
09-08-2019,514.69, 181.05 , 124.05 , 54.29 ," 1,502.75 "
08-08-2019,514.39, 176.40 , 117.40 , 55.08 ," 1,476.30 "
07-08-2019,511.36, 180.70 , 122.50 , 54.89 ," 1,485.30 "
06-08-2019,511.24, 175.75 , 123.75 , 53.80 ," 1,460.10 "
05-08-2019,502.94, 180.40 , 130.70 , 52.84 ," 1,507.60 "
02-08-2019,505.84, 182.75 , 129.55 , 55.16 ," 1,495.80 "
01-08-2019,506.75, 190.55 , 135.60 , 55.41 ," 1,519.55 "
31-07-2019,514.92, 190.10 , 133.45 , 56.79 ," 1,498.70 "
30-07-2019,512, 193.25 , 137.55 , 56.52 ," 1,502.50 "
29-07-2019,530.79, 198.00 , 147.15 , 56.82 ," 1,511.85 "
26-07-2019,540.99, 196.75 , 144.30 , 58.27 ," 1,485.05 "
25-07-2019,530.82, 197.25 , 151.25 , 55.23 ," 1,497.20 "
24-07-2019,519.81, 203.10 , 156.20 , 52.60 ," 1,494.00 "
23-07-2019,519.87, 202.40 , 156.75 , 55.97 ," 1,454.30 "
22-07-2019,526.5, 196.00 , 154.85 , 53.38 ," 1,498.90 "
19-07-2019,522.63, 200.55 , 160.75 , 54.51 ," 1,538.25 "
18-07-2019,531.11, 203.45 , 167.90 , 55.90 ," 1,534.60 "
17-07-2019,533.26, 199.10 , 170.00 , 55.43 ," 1,501.45 "
16-07-2019,535.3, 200.15 , 160.95 , 56.02 ," 1,508.10 "
15-07-2019,525.52, 198.85 , 159.30 , 56.56 ," 1,483.65 "
12-07-2019,525.72, 198.45 , 156.80 , 57.16 ," 1,484.95 "
11-07-2019,530.61, 193.65 , 151.65 , 57.10 ," 1,475.85 "
10-07-2019,516.93, 197.90 , 155.80 , 56.51 ," 1,462.85 "
09-07-2019,519.77, 197.60 , 154.55 , 57.19 ," 1,475.30 "
08-07-2019,519.14, 198.90 , 160.20 , 56.89 ," 1,517.20 "
05-07-2019,520.19, 206.90 , 165.20 , 56.20 ," 1,497.80 "
04-07-2019,520.48, 208.70 , 162.30 , 56.78 ," 1,475.00 "
03-07-2019,519.34, 209.35 , 163.75 , 56.77 ," 1,471.50 "
02-07-2019,525.53, 208.90 , 168.00 , 56.88 ," 1,481.20 "
01-07-2019,530.97, 207.05 , 162.55 , 55.34 ," 1,477.10 "
28-06-2019,510.09, 206.10 , 165.85 , 56.11 ," 1,481.60 "
27-06-2019,513.12, 208.35 , 161.10 , 55.68 ," 1,490.60 "
26-06-2019,515.79, 202.50 , 160.45 , 55.17 ," 1,483.90 "
25-06-2019,507.21, 198.20 , 159.30 , 54.99 ," 1,470.60 "
24-06-2019,502.68, 197.65 , 158.90 , 55.45 ," 1,489.80 "
21-06-2019,510.31, 194.30 , 159.25 , 55.44 ," 1,518.35 "
20-06-2019,512.96, 190.05 , 154.65 , 53.82 ," 1,497.80 "
19-06-2019,510.17, 189.95 , 158.30 , 52.75 ," 1,461.85 "
18-06-2019,518.25, 193.60 , 158.75 , 53.52 ," 1,460.35 "
17-06-2019,510.83, 198.25 , 164.20 , 50.88 ," 1,473.85 "
14-06-2019,513.03, 199.65 , 167.40 , 55.10 ," 1,504.00 "
13-06-2019,517.65, 199.30 , 169.05 , 55.63 ," 1,483.50 "
12-06-2019,517.94, 199.60 , 170.75 , 55.83 ," 1,507.70 "
11-06-2019,521.17, 198.25 , 166.20 , 55.37 ," 1,502.60 "
10-06-2019,525.85, 194.80 , 169.50 , 55.82 ," 1,511.80 "
07-06-2019,516.14, 194.85 , 169.70 , 55.58 ," 1,514.25 "
06-06-2019,531.46, 197.80 , 173.25 , 55.59 ," 1,531.35 "
04-06-2019,533.07, 199.40 , 174.50 , 55.85 ," 1,531.25 "
03-06-2019,544.82, 197.00 , 172.60 , 56.01 ," 1,522.15 "
31-05-2019,535.67, 198.55 , 175.15 , 55.29 ," 1,535.35 "
30-05-2019,530.48, 199.30 , 176.35 , 54.57 ," 1,513.90 "
29-05-2019,522.15, 201.85 , 180.25 , 55.95 ," 1,511.00 "
28-05-2019,530.39, 200.60 , 181.35 , 56.13 ," 1,529.40 "
27-05-2019,531.6, 195.80 , 182.30 , 55.37 ," 1,511.70 "
24-05-2019,532.78, 191.75 , 175.15 , 55.11 ," 1,499.75 "
23-05-2019,527.46, 198.00 , 179.10 , 54.95 ," 1,495.25 "
22-05-2019,531.55, 196.00 , 176.80 , 55.25 ," 1,487.90 "
21-05-2019,533.4, 198.75 , 190.15 , 53.94 ," 1,502.55 "
20-05-2019,517.88, 191.70 , 176.85 , 53.85 ," 1,460.00 "
17-05-2019,549, 194.60 , 175.40 , 54.23 ," 1,413.15 "
16-05-2019,560.2, 190.65 , 169.45 , 55.03 ," 1,395.80 "
15-05-2019,562.71, 192.95 , 184.50 , 53.48 ," 1,382.95 "
14-05-2019,561.52, 192.20 , 180.75 , 52.39 ," 1,389.35 "
13-05-2019,560.55, 195.80 , 185.90 , 53.34 ," 1,398.15 "
10-05-2019,575.28, 198.15 , 186.35 , 54.07 ," 1,385.50 "
09-05-2019,580.12, 200.00 , 185.10 , 54.08 ," 1,402.20 "
08-05-2019,580.1, 200.45 , 190.95 , 53.87 ," 1,408.15 "
07-05-2019,588.49, 198.90 , 199.80 , 53.39 ," 1,410.40 "
06-05-2019,584.12, 205.10 , 209.45 , 53.35 ," 1,417.80 "
03-05-2019,581.49, 204.70 , 207.30 , 53.61 ," 1,406.35 "
02-05-2019,583.98, 206.05 , 214.30 , 52.34 ," 1,386.55 "
30-04-2019,586.75, 201.15 , 215.60 , 51.90 ," 1,379.25 "
26-04-2019,578.45, 196.55 , 221.85 , 49.47 ," 1,360.40 "
25-04-2019,584.98, 200.70 , 223.60 , 49.48 ," 1,366.75 "
24-04-2019,571.88, 200.35 , 231.65 , 49.57 ," 1,355.35 "
23-04-2019,564.43, 200.40 , 234.85 , 49.16 ," 1,356.70 "
22-04-2019,559.14, 207.20 , 236.25 , 49.20 ," 1,369.65 "
18-04-2019,559.82, 214.95 , 230.50 , 49.16 ," 1,386.40 "
16-04-2019,565.02, 212.75 , 231.75 , 49.92 ," 1,373.85 "
15-04-2019,558.56, 209.75 , 215.95 , 50.06 ," 1,343.45 "
12-04-2019,561.41, 211.30 , 218.20 , 50.36 ," 1,343.20 "
11-04-2019,562.35, 211.70 , 216.05 , 50.33 ," 1,349.90 "
10-04-2019,553, 217.15 , 205.90 , 50.95 ," 1,341.45 "
09-04-2019,550.66, 214.45 , 200.55 , 51.97 ," 1,343.25 "
08-04-2019,552.74, 215.40 , 205.15 , 51.58 ," 1,335.95 "
05-04-2019,550.87, 210.45 , 206.15 , 51.87 ," 1,322.90 "
04-04-2019,554.27, 215.95 , 201.35 , 52.98 ," 1,334.20 "
03-04-2019,553.04, 216.95 , 202.95 , 54.36 ," 1,339.45 "
02-04-2019,559.75, 215.90 , 187.35 , 53.79 ," 1,339.40 "
01-04-2019,558.96, 205.50 , 174.25 , 53.13 ," 1,334.50 "
29-03-2019,556.05, 202.35 , 170.55 , 51.36 ," 1,340.75 "
28-03-2019,543.44, 207.65 , 169.85 , 48.17 ," 1,332.85 "
27-03-2019,553.01, 208.50 , 173.10 , 48.17 ," 1,342.95 "
26-03-2019,556.47, 205.45 , 171.30 , 48.40 ," 1,308.65 "
25-03-2019,556.19, 209.10 , 175.40 , 47.65 ," 1,336.25 "
22-03-2019,550.26, 207.15 , 180.20 , 48.04 ," 1,351.60 "
20-03-2019,550.33, 202.35 , 182.85 , 48.56 ," 1,347.75 "
19-03-2019,541.74, 199.55 , 182.25 , 48.48 ," 1,343.65 "
18-03-2019,533.89, 199.05 , 180.00 , 48.15 ," 1,325.15 "
15-03-2019,531.78, 200.75 , 179.55 , 48.80 ," 1,268.95 "
14-03-2019,529.58, 202.30 , 181.70 , 48.07 ," 1,261.25 "
13-03-2019,531.17, 203.40 , 184.80 , 48.11 ," 1,263.35 "
12-03-2019,533.37, 201.05 , 181.85 , 48.52 ," 1,249.55 "
11-03-2019,525.23, 195.55 , 181.20 , 48.22 ," 1,238.90 "
08-03-2019,523.01, 200.60 , 189.30 , 47.80 ," 1,237.20 "
07-03-2019,536.15, 202.75 , 188.80 , 48.28 ," 1,241.30 "
06-03-2019,538.73, 198.75 , 194.05 , 48.59 ," 1,240.45 "
05-03-2019,530.82, 196.15 , 180.30 , 48.58 ," 1,225.95 "
01-03-2019,529.2, 195.75 , 177.45 , 48.01 ," 1,213.10 "
28-02-2019,526.33, 195.95 , 177.35 , 47.95 ," 1,216.15 "
27-02-2019,529.38, 196.50 , 182.65 , 47.21 ," 1,236.15 "
26-02-2019,529.56, 196.50 , 175.75 , 47.42 ," 1,240.95 "
25-02-2019,533.38, 196.45 , 174.30 , 46.81 ," 1,237.90 "
22-02-2019,527.9, 194.40 , 169.70 , 47.16 ," 1,289.15 "
21-02-2019,517.26, 193.00 , 164.80 , 47.84 ," 1,289.75 "
20-02-2019,505.03, 186.55 , 163.75 , 46.60 ," 1,280.45 "
19-02-2019,507.38, 184.55 , 162.90 , 46.50 ," 1,277.05 "
18-02-2019,513.11, 186.60 , 161.65 , 45.67 ," 1,283.65 "
15-02-2019,512.67, 191.75 , 159.85 , 44.91 ," 1,286.80 "
14-02-2019,533.45, 198.20 , 155.00 , 45.75 ," 1,298.30 "
13-02-2019,529.74, 198.35 , 151.80 , 45.20 ," 1,298.65 "
12-02-2019,530.5, 199.45 , 152.65 , 45.62 ," 1,301.55 "
11-02-2019,523.07, 205.90 , 150.70 , 47.09 ," 1,299.40 "
08-02-2019,553.94, 209.20 , 182.85 , 48.28 ," 1,284.55 "
07-02-2019,564.36, 211.40 , 178.50 , 48.46 ," 1,279.50 "
06-02-2019,557.94, 204.75 , 175.80 , 49.47 ," 1,279.15 "
05-02-2019,564.29, 204.20 , 180.25 , 47.11 ," 1,272.20 "
04-02-2019,547.04, 211.40 , 181.65 , 47.40 ," 1,255.70 "
01-02-2019,558.25, 208.50 , 181.20 , 49.39 ," 1,255.75 "
31-01-2019,544.16, 205.80 , 174.60 , 48.63 ," 1,222.20 "
30-01-2019,533.08, 199.55 , 173.60 , 47.99 ," 1,251.40 "
29-01-2019,533.29, 200.00 , 172.30 , 46.68 ," 1,260.45 "
28-01-2019,524.95, 204.45 , 173.25 , 46.20 ," 1,266.15 "
25-01-2019,534.48, 205.05 , 175.40 , 45.69 ," 1,267.75 "
24-01-2019,533.69, 205.45 , 180.25 , 45.34 ," 1,276.50 "
23-01-2019,529.35, 203.55 , 180.85 , 46.23 ," 1,291.75 "
22-01-2019,528.06, 207.65 , 181.50 , 47.06 ," 1,267.60 "
21-01-2019,519.96, 208.80 , 183.30 , 47.34 ," 1,240.20 "
18-01-2019,519.36, 206.00 , 184.90 , 48.40 ," 1,219.95 "
17-01-2019,523.83, 208.40 , 185.45 , 48.86 ," 1,202.75 "
16-01-2019,523.39, 208.50 , 185.35 , 48.80 ," 1,213.40 "
15-01-2019,518.96, 206.15 , 182.40 , 48.88 ," 1,211.75 "
14-01-2019,515.76, 205.85 , 180.30 , 48.56 ," 1,223.20 "
11-01-2019,517.63, 204.00 , 185.75 , 47.90 ," 1,219.55 "
10-01-2019,520.08, 205.70 , 183.05 , 48.62 ," 1,238.25 "
09-01-2019,520.62, 206.50 , 179.95 , 48.36 ," 1,228.90 "
08-01-2019,514.1, 208.55 , 175.35 , 48.14 ," 1,246.60 "
07-01-2019,511.73, 210.90 , 170.95 , 48.10 ," 1,247.95 "
04-01-2019,520, 209.20 , 166.05 , 47.84 ," 1,235.25 "
03-01-2019,515.47, 214.55 , 168.55 , 47.44 ," 1,240.60 "
02-01-2019,520.21, 222.75 , 173.45 , 47.14 ," 1,250.45 "
01-01-2019,521.41,,, 48.31 ,
